,school,sex,address,Pstatus,Pedu,reason,guardian,traveltime,studytime,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,G1,G2,G3
246,0,1,0,1,0,2,0,1,0,1,1,1,1,0,0,0,1,4,1,1,0,0,1,4,1,3,3
247,0,1,0,1,0,0,2,0,0,1,1,1,1,1,1,0,0,4,3,4,4,4,0,16,2,2,2
248,0,1,1,1,0,2,2,0,1,1,0,1,1,0,0,0,0,3,2,2,0,2,4,8,0,2,2
249,0,1,0,1,2,0,2,0,0,1,1,0,1,1,0,0,1,3,2,1,1,3,4,0,1,1,1
250,0,1,0,1,0,2,2,1,0,1,1,1,1,0,1,0,1,3,3,4,1,3,4,0,2,2,2
251,0,1,0,1,0,3,1,2,1,0,0,1,1,1,0,0,1,4,2,2,0,2,1,6,2,3,3
252,0,1,0,1,2,0,2,0,0,1,1,1,1,1,1,0,1,2,1,4,1,4,4,4,2,2,2
253,0,1,1,1,2,2,2,1,0,1,1,1,0,1,0,1,1,2,2,1,0,2,2,0,2,2,2
254,0,1,1,1,2,2,2,0,0,1,1,1,1,1,0,0,1,3,3,1,1,3,4,0,2,3,3
255,0,1,0,1,2,2,2,1,0,1,0,1,0,0,0,0,1,3,3,3,0,1,4,2,2,2,2
256,0,0,0,1,0,3,2,0,3,1,0,0,0,0,0,0,1,3,1,2,0,0,3,6,1,3,3
257,0,1,0,0,0,3,2,0,1,1,0,1,1,0,0,0,1,3,2,0,0,0,0,12,1,3,3
258,0,1,0,1,2,1,2,0,1,1,1,1,0,0,0,0,1,4,1,3,0,1,3,8,3,3,3
259,0,0,0,1,0,2,0,0,3,1,1,0,0,0,0,0,0,2,3,0,0,0,1,0,1,2,0
260,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,2,0,1,0,2,1,21,3,1,1
261,0,1,0,1,0,2,2,0,1,1,0,0,1,1,0,0,1,3,2,1,0,0,2,2,2,2,2
262,0,1,1,1,0,2,2,0,2,1,1,1,0,1,0,1,1,4,2,1,0,0,2,1,1,3,3
263,0,0,0,1,0,1,2,0,2,1,1,1,0,1,0,1,1,2,1,2,0,0,3,4,1,2,2
264,0,0,0,1,0,1,2,0,2,1,0,0,0,0,0,0,0,3,2,2,0,0,2,0,2,3,0
265,0,1,1,0,0,3,2,1,1,1,0,0,0,0,0,0,1,3,1,4,2,3,0,13,3,1,1
266,0,1,0,1,0,0,2,0,1,1,1,0,0,0,0,0,0,4,3,3,2,3,4,2,2,2,3
267,0,0,1,1,1,3,2,1,1,1,1,0,0,0,0,0,1,3,2,3,1,1,3,8,1,3,3
268,0,1,0,1,0,3,0,0,1,1,0,0,0,0,0,0,0,4,3,4,0,2,4,10,1,2,3
269,0,0,1,1,2,3,2,1,1,1,0,1,1,0,1,0,0,3,2,4,0,1,2,0,2,0,0
270,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,1,3,2,4,2,2,4,15,2,2,2
271,0,0,0,1,0,3,0,0,3,1,0,0,0,0,0,0,0,3,4,4,0,2,1,4,3,3,3
272,0,0,0,1,2,1,2,1,1,1,0,0,1,1,0,1,1,3,3,2,0,0,2,2,1,3,3
273,0,1,1,1,2,1,2,0,1,1,0,0,0,1,0,1,0,2,4,1,1,1,0,2,3,3,3
274,0,0,0,1,0,3,2,1,1,1,0,0,1,0,0,0,0,3,2,2,0,0,0,2,1,3,3
275,0,0,0,1,0,2,2,1,1,0,0,0,1,0,0,0,0,3,3,3,1,2,4,6,1,3,3
276,0,0,1,0,0,1,2,1,1,1,1,1,1,1,1,0,0,3,0,0,0,0,4,33,1,2,2
277,0,1,0,1,1,1,2,1,0,1,1,0,0,0,0,0,1,2,1,3,0,3,2,22,2,2,2
278,0,0,0,1,1,3,0,0,1,0,0,1,0,0,0,0,0,1,3,3,0,0,3,15,2,2,2
279,0,1,0,1,0,2,2,1,0,1,1,0,0,0,0,0,1,3,1,2,0,1,0,8,1,3,3
280,0,1,0,0,0,1,2,1,0,1,1,0,0,0,0,0,0,3,4,3,1,3,4,28,2,2,2
281,0,1,0,0,0,1,2,0,0,1,1,1,1,0,0,0,1,3,3,3,2,3,2,19,1,2,3
282,0,0,1,1,2,3,2,1,3,1,0,0,0,0,0,1,1,4,1,1,0,0,2,1,1,3,3
283,0,0,0,1,2,1,2,1,1,0,1,1,0,0,0,0,1,4,3,3,0,0,3,4,2,2,3
284,0,0,0,1,0,2,2,0,1,1,0,1,1,1,0,0,1,4,3,4,0,1,4,4,1,2,3
285,0,1,0,1,2,3,0,0,1,1,1,0,1,1,0,0,1,3,2,2,0,1,3,2,1,3,3
286,0,0,0,1,0,0,2,0,2,1,0,0,1,0,0,0,1,3,2,2,0,1,1,5,3,1,1
287,0,0,0,1,2,3,2,0,2,1,0,0,1,0,0,0,1,3,2,2,0,0,2,6,1,3,3
288,0,1,0,1,2,3,2,0,2,1,1,0,0,0,0,0,1,3,1,3,0,2,1,6,3,3,3
289,0,1,0,0,1,3,2,0,1,1,0,0,0,0,0,0,1,4,3,2,0,0,1,9,3,3,1
290,0,1,0,1,0,1,2,0,1,1,0,0,0,0,0,0,0,3,2,1,0,3,4,11,1,3,3
291,0,0,0,1,0,3,2,0,2,1,0,0,1,0,0,0,1,3,1,1,0,1,2,0,3,1,1
292,0,0,0,1,2,3,2,0,1,1,1,1,1,0,0,0,0,4,3,2,0,0,4,12,1,3,3
293,0,0,1,1,0,3,2,1,3,1,0,0,1,0,0,1,1,2,0,1,0,0,2,6,3,1,1
294,0,1,1,1,0,3,2,1,2,1,0,0,0,0,0,0,1,4,3,1,0,0,3,8,1,3,3
295,0,1,0,1,0,1,2,0,0,1,0,0,1,0,0,0,1,3,3,2,0,2,4,4,1,3,3
296,0,0,0,1,1,3,1,1,1,1,0,0,0,0,0,0,1,1,2,3,1,2,1,0,1,2,0
297,0,0,0,1,0,1,1,1,1,1,0,0,1,0,0,0,0,3,3,4,0,1,1,10,1,2,2
298,0,0,0,1,0,3,0,0,3,1,0,0,1,0,0,0,1,3,2,2,0,0,2,0,1,3,3
299,0,1,0,1,1,1,2,0,0,1,0,0,1,0,0,0,0,0,3,1,1,1,0,5,3,1,1
300,0,0,0,0,1,1,2,0,1,1,0,1,1,0,0,0,0,3,1,3,0,0,3,14,1,3,3
301,0,1,0,1,1,1,0,1,0,1,1,0,1,0,0,0,1,3,0,0,1,1,4,0,1,3,3
302,0,0,0,1,0,3,2,1,2,1,0,0,1,0,0,0,1,3,2,2,0,0,2,0,3,3,3
303,0,0,0,1,0,3,0,0,3,1,0,0,0,1,0,0,1,4,1,1,0,1,4,0,3,1,1
304,0,1,0,1,0,1,1,0,1,1,0,1,0,0,0,0,0,3,3,3,0,0,2,20,3,3,3
305,0,0,0,1,0,3,1,0,1,1,0,0,0,0,0,0,1,3,3,2,0,0,2,8,1,3,3
306,0,1,0,0,0,2,1,0,0,1,1,1,0,0,0,1,1,4,4,2,0,0,4,0,3,1,1
307,0,1,0,1,1,3,1,1,0,1,0,0,1,0,0,0,0,3,2,3,0,0,3,29,2,2,2
308,0,1,1,1,0,3,0,0,1,1,1,1,0,0,0,1,0,3,4,2,0,1,4,0,3,3,3
309,0,0,0,1,2,3,1,0,1,0,0,1,0,1,0,0,1,3,3,2,0,2,2,18,1,3,3
310,0,0,0,1,2,1,1,0,1,1,1,1,0,1,0,1,0,3,1,3,1,1,2,0,2,2,0
311,0,0,0,1,2,0,1,2,1,1,0,1,1,0,1,0,0,2,3,0,0,0,1,20,1,3,3
312,0,1,0,1,2,2,1,0,1,1,1,1,1,1,0,0,1,3,4,1,1,1,3,3,1,3,3
313,0,0,0,1,0,3,1,1,1,1,0,0,1,1,0,0,0,3,1,1,0,1,0,22,1,3,3
314,0,0,0,1,2,1,1,0,2,1,1,1,1,1,0,0,0,3,0,1,0,0,2,14,3,3,3
315,0,0,1,1,0,3,1,0,2,1,1,1,1,0,0,0,0,3,0,1,0,0,2,30,1,3,3
316,0,0,0,1,2,2,2,1,1,1,0,0,0,0,0,0,1,4,2,2,0,1,0,0,2,2,0
317,0,0,0,1,0,2,2,0,2,1,0,0,0,0,0,0,0,3,2,3,0,0,4,9,2,3,2
318,0,0,1,1,0,2,0,0,2,1,0,0,0,1,0,0,1,3,2,3,1,4,4,0,1,3,3
319,0,0,0,1,1,2,2,0,1,1,0,0,1,0,0,0,1,3,3,3,2,2,4,2,1,3,3
320,0,0,0,0,0,2,2,0,1,1,0,0,1,0,0,0,0,4,1,1,0,1,4,23,1,3,3
321,0,0,0,1,0,2,2,0,1,1,0,1,1,0,0,1,0,3,1,1,0,0,2,12,1,2,2
322,0,0,1,1,0,2,2,0,2,1,0,0,0,0,0,0,1,2,2,1,1,1,2,3,1,3,3
323,0,0,0,1,0,2,0,0,2,1,0,1,1,1,0,0,1,2,3,2,1,2,4,1,1,3,1
324,0,0,0,1,2,1,0,1,2,1,1,1,1,0,0,0,1,2,2,2,1,2,1,0,3,1,1
325,0,1,0,1,1,2,2,0,2,1,1,1,0,0,0,0,1,3,2,2,1,1,2,3,2,3,3
326,0,1,0,1,0,3,2,0,0,1,1,1,0,1,0,0,1,3,2,4,2,4,4,3,1,1,1
327,0,1,1,1,0,2,2,3,0,1,0,1,1,0,0,0,1,3,3,4,4,4,3,8,1,3,3
328,0,0,0,1,1,2,2,0,2,1,0,0,0,0,0,0,1,4,3,3,0,2,3,7,1,2,2
329,0,0,0,1,1,2,2,1,2,1,0,0,1,1,0,0,0,3,2,2,0,1,3,4,1,3,3
330,0,1,0,1,0,2,2,0,3,1,0,1,0,0,0,0,1,3,4,4,1,3,4,2,2,2,2
331,0,0,1,1,0,2,0,0,2,1,0,1,1,0,0,0,0,3,3,2,0,0,4,7,1,3,3
332,0,0,0,1,0,1,2,0,1,1,1,1,0,0,0,0,1,4,2,3,0,0,3,0,2,0,0
333,0,0,0,1,0,1,1,0,1,1,1,1,0,1,0,0,0,3,2,2,0,0,1,0,2,2,0
334,0,0,1,1,0,2,2,1,3,1,1,1,0,0,0,1,1,3,3,3,0,0,3,0,1,2,0
335,0,0,0,1,0,2,2,0,2,1,1,1,1,0,0,0,1,3,3,4,0,2,4,16,3,1,1
336,0,0,1,0,0,1,1,0,2,1,1,0,1,0,0,1,1,4,3,2,0,1,4,12,1,3,3
337,0,0,0,1,0,1,2,0,1,1,0,0,1,0,0,0,0,3,2,1,1,2,1,0,2,2,0
338,0,0,0,1,0,1,2,0,3,1,0,1,1,0,0,0,1,4,2,2,0,0,0,7,3,1,1
339,0,0,1,0,0,1,2,0,1,1,0,0,1,0,0,0,1,3,2,2,1,2,1,4,2,3,3
340,0,0,0,1,2,1,1,0,2,1,1,0,0,0,0,0,0,3,2,3,0,2,2,4,1,3,3
341,0,1,0,1,1,1,0,0,1,1,0,1,0,0,0,0,1,3,2,2,1,1,1,0,1,3,0
342,0,1,0,1,0,1,2,0,1,1,1,1,0,0,0,0,0,3,2,2,0,2,4,11,3,1,1
343,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,2,2,0,0,1,3,0,2,2,0
344,0,0,0,1,0,2,2,0,2,1,0,1,1,0,0,0,1,3,2,2,0,1,2,4,1,3,3
345,0,0,0,1,0,0,2,0,2,1,1,1,1,0,0,0,0,4,3,2,1,2,0,7,1,3,3
346,0,1,1,1,0,2,2,0,2,1,1,1,1,0,0,0,0,4,2,1,0,1,3,9,3,1,1
347,0,1,0,1,0,2,2,0,2,1,0,0,1,0,0,0,0,4,3,4,1,2,4,0,1,3,2
348,0,0,0,1,0,3,2,0,2,1,0,0,0,0,0,0,0,3,3,2,0,2,3,0,1,1,1
349,1,1,1,1,0,2,2,1,0,1,0,1,1,1,0,0,1,1,4,4,4,4,4,10,1,3,3
350,1,1,1,1,2,1,1,2,1,1,1,1,1,0,0,0,1,4,3,3,2,2,1,8,2,2,2
351,1,1,0,1,0,2,2,1,1,1,0,0,1,0,0,0,1,3,4,3,1,2,2,2,1,3,3
352,1,1,0,1,0,2,2,0,0,1,1,1,1,0,1,0,0,3,2,2,1,2,2,7,2,2,2
353,1,1,1,1,2,1,1,2,0,1,0,1,1,0,0,0,1,3,3,3,2,2,4,4,2,2,2
354,1,1,1,1,0,1,2,1,1,1,0,0,0,1,0,0,0,3,4,4,0,2,1,4,1,3,3
355,1,0,0,1,0,2,0,0,1,1,0,1,1,0,0,1,0,4,2,3,0,0,4,0,1,2,2
356,1,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,1,3,2,2,0,1,4,4,1,3,3
357,1,0,0,0,0,3,2,1,1,1,1,1,1,0,0,1,0,0,1,2,0,1,4,2,1,3,3
358,1,1,0,1,2,1,0,1,0,1,1,1,1,1,0,0,0,2,2,1,0,1,2,4,1,3,3
359,1,0,0,1,2,2,0,1,2,1,1,1,1,0,0,0,1,4,2,1,0,0,3,0,3,1,1
360,1,0,1,0,0,2,2,2,1,1,1,1,1,0,0,1,0,3,2,3,0,3,4,0,1,3,3
361,1,1,1,1,2,0,2,1,1,1,1,1,0,1,1,1,1,3,3,2,1,2,4,2,1,3,3
362,1,0,0,1,0,0,2,1,1,1,0,1,1,0,0,0,0,3,2,1,0,2,2,0,1,3,3
363,1,0,0,1,1,2,2,0,1,1,0,0,0,0,0,0,0,1,2,3,0,0,0,0,3,1,1
364,1,0,1,1,2,2,0,1,1,1,1,1,1,1,0,1,1,2,1,1,0,1,2,0,1,3,3
365,1,1,1,1,0,2,2,1,1,1,0,0,1,0,0,1,1,2,2,3,1,3,2,4,1,3,3
366,1,1,0,1,1,0,2,1,2,1,1,0,1,0,0,0,0,3,1,1,1,1,4,0,1,3,3
367,1,0,1,1,2,3,2,2,0,1,0,0,1,0,0,0,0,4,1,0,0,1,0,0,2,2,0
368,1,0,0,1,0,2,0,1,0,1,0,0,1,0,0,0,0,4,1,2,0,1,3,0,1,3,3
369,1,0,1,1,1,0,0,2,1,1,0,0,1,1,0,0,0,2,1,1,3,1,4,10,1,3,3
370,1,0,0,1,0,1,1,1,1,1,1,1,0,0,0,1,0,2,1,1,0,0,2,4,2,2,2
371,1,1,1,1,2,0,0,2,0,1,0,0,0,0,1,0,0,3,2,2,1,2,2,3,1,3,3
372,1,0,0,1,0,1,2,0,2,1,1,1,0,0,0,1,0,2,3,2,0,0,2,8,1,3,3
373,1,0,1,1,2,2,2,0,0,1,1,1,0,0,0,0,1,2,4,4,0,2,0,14,2,2,2
374,1,0,1,1,1,3,2,1,2,1,1,1,1,0,0,0,1,4,3,3,0,0,0,0,3,1,1
375,1,0,1,1,2,1,2,3,2,1,1,1,1,0,0,0,1,3,2,1,0,1,3,2,2,2,3
376,1,0,0,1,0,2,1,1,2,1,0,0,1,1,0,0,0,4,3,2,0,0,2,4,3,3,1
377,1,0,1,1,1,2,2,0,1,1,1,0,0,0,0,0,1,4,3,2,2,3,1,4,2,2,3
378,1,0,0,1,0,1,2,0,1,1,1,0,1,0,0,0,0,3,0,2,0,1,0,0,3,1,1
379,1,0,1,1,0,3,2,0,1,1,0,0,0,1,0,0,1,3,4,3,1,2,0,17,1,3,3
380,1,1,0,1,1,1,0,0,1,1,1,0,0,1,0,0,1,2,1,3,0,3,1,4,3,3,3
381,1,1,1,1,2,0,2,1,0,1,1,1,0,1,0,0,0,3,3,2,0,2,4,5,2,2,2
382,1,1,0,1,0,1,0,1,1,1,1,1,0,0,0,0,1,3,3,2,0,0,2,2,1,3,3
383,1,1,1,1,2,0,2,1,0,1,1,1,1,0,0,1,1,3,2,1,0,2,4,0,2,2,0
384,1,1,1,1,0,1,0,1,0,1,1,0,1,0,0,1,1,4,3,2,3,2,2,14,2,2,2
385,1,0,1,1,0,0,2,1,2,1,1,0,1,0,0,1,1,4,2,2,0,2,3,2,1,2,3
386,1,0,1,1,1,3,2,2,0,1,0,0,0,0,0,0,0,3,3,2,1,1,4,7,2,2,2
387,1,0,1,1,0,2,2,0,2,1,1,1,0,1,0,0,1,4,3,1,0,1,4,0,2,2,0
388,1,0,0,1,0,2,2,0,1,1,0,0,1,0,0,0,1,3,2,3,0,0,0,0,2,2,2
389,1,0,0,1,2,2,2,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,4,0,2,2,0
390,1,1,0,0,0,2,1,0,1,1,0,0,1,0,0,1,1,4,4,3,3,4,3,11,2,2,2
391,1,1,0,1,0,2,2,1,0,1,1,1,1,1,0,0,1,1,3,4,2,3,1,3,1,1,1
392,1,1,1,1,2,2,1,0,0,1,1,1,1,1,0,1,1,4,4,2,2,2,2,3,1,2,2
393,1,1,1,1,0,2,2,2,0,1,1,1,1,1,0,0,1,3,3,0,2,3,4,0,1,3,3
394,1,1,0,1,2,2,0,0,0,1,1,1,1,0,0,0,1,2,1,2,2,2,4,5,2,2,2
